ИНДЕКС;SET;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование НИЗ;Доп. описание;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;Столбец1;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;Статус;Дата доставки;Упаковочный;Ящик;поз.;Вес;Длина;Ширина;Высота;
36;0,013513514;R0.1.04.37;1769.1.037;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SENSOR TQ902;kg 0,85 each;;MBD**CX002G950;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;37;126;2120;840;240;
36;0,013513514;R0.1.04.38;1769.1.038;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SIGNAL CONDITIONER IQS900;kg 0,17 each;;MBD**CX002G951;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;38;126;2120;840;240;
36;0,013513514;R0.1.04.39;1769.1.039;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SCREW PLUG OF SIZE D=G 1/2 A, MADE OF ST;kg 0,071 each;;MBD**HD043G;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;39;126;2120;840;240;
36;0,013513514;R0.1.04.40;1769.1.040;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;TYPE A GASKET OF NOMINAL SIZE 20 X 24, M;kg 0,002 each;;MBD**HD043G;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;40;126;2120;840;240;
36;0,013513514;R0.1.04.41;1769.1.041;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SPACER;kg 0,98 each;;MBD**HD043G001;шт.;4;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;41;126;2120;840;240;
36;0,013513514;R0.1.04.42;1769.1.042;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SHIM;kg 0,798 each;;MBD**HD043G003;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;42;126;2120;840;240;
36;0,013513514;R0.1.04.43;1769.1.043;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;MAIN THRUST RING DUMMY(UPPER PART);kg 2,718;;MBD**HD043G004;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;43;126;2120;840;240;
36;0,013513514;R0.1.04.44;1769.1.044;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;MAIN THRUST RING DUMMY(LOWER PART);kg 2,664;;MBD**HD043G005;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;44;126;2120;840;240;
36;0,013513514;R0.1.04.45;1769.1.045;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;REVERSE THRUST RING (LOWER PART);kg 0,822;;MBD**HD043G006;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;45;126;2120;840;240;
36;0,013513514;R0.1.04.46;1769.1.046;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;REVERSE THRUST RING (UPPER PART);kg 0,819;;MBD**HD043G007;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;46;126;2120;840;240;
36;0,013513514;R0.1.04.47;1769.1.047;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;CENTER LINE GUIDE KEY;kg 0,45;;MBD**HD043G008;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078450;5000031075;47;126;2120;840;240;
36;0,013513514;R0.1.04.48;1769.1.048;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;OIL SEAL RING;142,00 KG;;BODY BEARING EVOLUTION KIT;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;1;1088;1240;1220;1340;
36;0,013513514;R0.1.04.49;1769.1.049;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;COMPRESSOR BEARING HYDRAULIC LIFTING DEV;1,965 KG;;BODY BEARING EVOLUTION KIT;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;2;1088;1240;1220;1340;
36;0,013513514;R0.1.04.50;1769.1.050;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;COMBINED AXIAL RADIAL BEARING;682,00 KG;;BODY BEARING EVOLUTION KIT;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;3;1088;1240;1220;1340;
36;0,013513514;R0.1.04.51;1769.1.051;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;ANTI-ROTATION DOWEL;0,052 KG;;BODY BEARING EVOLUTION KIT;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;4;1088;1240;1220;1340;
36;0,013513514;R0.1.04.52;1769.1.052;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;HEX.SOCK.H. CAP SCR. ISO4762-M5X16-8.8;0,003 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;5;1088;1240;1220;1340;
36;0,013513514;R0.1.04.53;1769.1.053;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;HEX HD SCREW-DIN933-M10X22-8.8-Zn;0,023 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;4;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;6;1088;1240;1220;1340;
36;0,013513514;R0.1.04.54;1769.1.054;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;PAIR OF LOCK WASHERS, SHAPE A, FOR SCREW;0,002 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;4;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;7;1088;1240;1220;1340;
36;0,013513514;R0.1.04.55;1769.1.055;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SHIM;0,801 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;8;1088;1240;1220;1340;
36;0,013513514;R0.1.04.56;1769.1.056;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;OIL PIPE;5,315 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;9;1088;1240;1220;1340;
36;0,013513514;R0.1.04.57;1769.1.057;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;"O-RING WITH TYPE DESIGNATION ""N"" WITH IN";0,002 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;10;1088;1240;1220;1340;
36;0,013513514;R0.1.04.58;1769.1.058;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;"O-RING WITH TYPE DESIGNATION ""N"" WITH IN";0,003 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;11;1088;1240;1220;1340;
36;0,013513514;R0.1.04.59;1769.1.059;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SUPPORT BEARING;43,00 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;12;1088;1240;1220;1340;
36;0,013513514;R0.1.04.60;1769.1.060;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;PAIR OF LOCK WASHERS, SHAPE A, FOR SCREW;0,061 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;8;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;13;1088;1240;1220;1340;
36;0,013513514;R0.1.04.61;1769.1.061;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;HEXAGON SOCKET HEAD CAP SCREW WITH THREA;1,514 KG EACH;;BODY BEARING EVOLUTION KIT;шт.;8;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078459;5000030812;14;1088;1240;1220;1340;
36;0,013513514;R0.1.04.62;1769.1.062;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SUPPORT;kg 0,397 each;;MBD**HD002G075;шт.;4;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078832;5000031304;1;7;350;250;270;
36;0,013513514;R0.1.04.63;1769.1.063;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;PLATE FIXING ASSEMBLY;kg 0,788;;MBD**HD002G149;шт.;30;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078832;5000031304;2;7;350;250;270;
36;0,013513514;R0.1.04.64;1769.1.064;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SCREW CONNECTION;kg 0,033 each;;MBD**HD002G300;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078832;5000031304;3;7;350;250;270;
36;0,013513514;R0.1.04.65;1769.1.065;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;SPACER;kg 0,19 each;;MBD**HD043G002;шт.;4;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2078832;5000031304;4;7;350;250;270;
36;0,013513514;R0.1.04.66;1769.1.066;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;ROUND HEAD TAPPING RIVET WITH NOMINAL DI;KG 0.103 TOT;;MBD**HD002G146;шт.;200;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079508;5000032759;1;0,4;240;180;90;
36;0,013513514;R0.1.04.67;1769.1.067;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;S TUBE-48,3X2,9-EN 10255-OPT.1,2,9:B1;39,480 KG TOTAL;;MBD**HD002G475;кг;39,48;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079911;5000033905;1;154;6400;450;370;
36;0,013513514;R0.1.04.68;1769.1.068;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;JUNCTION BOX MBY17GF001;14,400 KG;;MBD**HD002G081;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079911;5000033907;2;26;600;400;500;
36;0,013513514;R0.1.04.69;1769.1.069;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;CONNECTOR VERSION MIGNON PRS 22058;0,005 KG EACH;;DUMMY_SPED;шт.;30;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079911;5000033907;3;26;600;400;500;
36;0,013513514;R0.1.04.70;1769.1.070;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;CONNECTOR VERSION MIGNON PRS 22058;0,006 KG EACH;;DUMMY_SPED;шт.;30;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079911;5000033907;4;26;600;400;500;
36;0,013513514;R0.1.04.71;1769.1.071;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;THERMOCOUPLE TRIPLE ELEMENT;kg 0,574 each;;MBD**CX002G020;шт.;2;; € -   ; € -   ; € -   ; € -   ; Доставлено ;11.07.2022;2079919;5000033445;1;4,2;300;300;180;
36;0,013513514;R0.1.04.72;1769.1.072;Ансальдо (П/1769/2021);Программные детали;Опорно-упорный подшипник компрессора;MAIN THRUST BEARING;KG 40 EACH (состоит из двух половин);;;шт.;1;; € -   ; € -   ; € -   ; € -   ; Доставлено ;18.07.2022;;;;;;;;
