ИНДЕКС;УН;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование ВЕРХ;Наименование НИЗ;Доп. описание;Аналог / гост / чертеж / альт. договор;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;СКЛАД;ДЕФИЦИТ;АКЗЧ;ДЕФ с уч. АКЗЧ;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;НАЛИЧИЕ НА СКЛАДЕ;Статус;ПРИОРИТЕТ ЗАКУПКИ;Дата доставки;Упаковочный;Столбец2;Ящик;Вес;Длина;Ширина;Высота
555;1;R3;1820.1.499;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с потайной головкой;;;PB0000011089;MBA__MK001G007;шт.;3;3;0;;; € 3,20 ; € 9,60 ; € 2,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
556;1;R3;1820.1.500;ЗТСР (Х/1820/2021);Малые детали;промвал, крепёж;Малые детали;Болт;;ТФРС.38200011;PB0000016603;MBA__MK001G003;шт.;24;;24;;24; € 419,25 ; € 10 062,10 ; € 262,00 ; € 6 288,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
557;1;R3;1820.1.501;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка колпачковая;;;PB0000016604;MBA__MK001G004;шт.;48;48;0;;; € 83,21 ; € 3 994,11 ; € 52,00 ; € 2 496,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
558;1;R3;1820.1.502;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000033649;-;шт.;24;24;0;;; € 460,86 ; € 11 060,63 ; € 288,00 ; € 6 912,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
559;1;R3;;;Малые детали;зч ВМН Allweiler;Малые детали;Гайка шестигранная DIN936 M20х1,5-17H;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
560;1;R3;;;Малые детали;зч ВМН Allweiler;Малые детали;Кольцо стопорное DIN471 - 40х1,75;;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
561;1;R3;;;Малые детали;зч ВМН Allweiler;Малые детали;Подшипник 6308 JC3;;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
562;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Уплотнительное кольцо;266,29x3,53 VA179 2-275, производитель - Parker;;3030173;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
563;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Шпилька резьбовая;шпилька DIN 939 М16х40 А4-70;;2010638;00939.940.0160.040;шт.;4;;;;;;;; € -   ;;;;;;;;;;;
564;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Шестигранная гайка;гайка шестигранная нормальная ISO 4032-М16-А4-70;;2110019;04032.940.0160.000;шт.;4;;;;;;;; € -   ;;;;;;;;;;;
565;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Запорная пробка с уплотнением;VSU 16-42, производитель - AVIT;;2013154;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
566;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Уплотнительное кольцо;355,19x3,53 VA179 2-280, производитель - Parker;;3030073;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
567;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Шпилька резьбовая;шпилька DIN 939 М16х35 5.6;;2009088;00939.504.0160.035;шт.;4;;;;;;;; € -   ;;;;;;;;;;;
568;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Шестигранная гайка;гайка шестигранная нормальная ISO 4032-М16-8-A2B;;2100007;04032.810.0160.000;шт.;4;;;;;;;; € -   ;;;;;;;;;;;
569;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Прокладка;уплотнительное кольцо A14x18 DIN 7603 - Cu ;;3270002;07603.701.0140.018;шт.;4;;;;;;;; € -   ;;;;;;;;;;;
570;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Резьбовая заглушка;пробка резьбовая DIN 5586 A G1/4 A 5.8;;2000187;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
571;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Прокладка;уплотнительное кольцо A17x21 DIN 7603 - Cu ;;3270003;07603.701.0170.021;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
572;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Резьбовая заглушка;пробка резьбовая DIN 910 G3/8A 5.8;;2000188;00910.504.0380.000;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
573;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Уплотнительное кольцо;уплотнительное кольцо A33x39 DIN 7603 - Cu ;;3270006;07603.701.0330.039;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
574;1;R3;;;Малые детали;зч к фильтрам Bollfilter;Малые детали;Резьбовая заглушка;пробка резьбовая DIN 910 - G 1 A - 5.8;;2000191;00910.504.1000.000;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
575;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтрующий элемент Rexroth 0007 L003 P;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
576;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтроэлемент Hydac 0160 D 025 W/HC;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
577;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;ремонтный комплект Hydac, артикул: 306028;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
578;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтроэлемент Hydac 0110 D 010 BH4HC;;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
579;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;ремонтный комплект Hydac, артикул: 01260990;;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
580;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтроэлемент Hydac 0330 R 003 ON;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
581;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;ремонтный комплект Hydac, артикул: 00319613;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
582;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;уловитель грязи Hydac, артикул: 01202364;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
583;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтроэлемент Hydac 0060 D 010 BH4HC/-V;;;;;шт.;3;;;;;;;; € -   ;;;;;;;;;;;
584;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;ремонтный комплект Hydac, артикул: 00302094;;;;;шт.;3;;;;;;;; € -   ;;;;;;;;;;;
585;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;фильтроэлемент Hydac 0060 D 005 BH4HC/-V;;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
586;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;Сетка;комплект запасных частей для грязеуловителя Krombach SF319 DN25 поз.3 ;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
587;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;Уплотнение;комплект запасных частей для грязеуловителя Krombach SF319 DN25 поз.4;;;;шт.;1;;;;;;;; € -   ;;;;;;;;;;;
588;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;Шпилька;комплект запасных частей для грязеуловителя Krombach SF319 DN25 поз.5;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
589;1;R3;;;Малые детали;зч к фильтрам Hydac Bosch Krombach;Малые детали;Гайка;комплект запасных частей для грязеуловителя Krombach SF319 DN25 поз.6;;;;шт.;2;;;;;;;; € -   ;;;;;;;;;;;
590;1;S3.1;1763.1.1;ДМЭнерджи (Х/1763/2021);Дополнительная поставка;Топливная система;Шаровые краны диффузионного горения с приводами новой модификации;Шаровой кран диффузионного горения с приводами новой модификации;;;;;шт.;2;;;;; € 41 716,91 ; € 83 433,82 ; € 15 983,24 ; € 31 966,48 ;;;;;;;;;;;
591;1;S3.2;1763.1.2;ДМЭнерджи (Х/1763/2021);Дополнительная поставка;Топливная система;Шаровые краны предварительного смешивания с приводами новой модификации;Шаровой кран предварительного смешивания с приводами новой модификации;;;;;шт.;2;;;;; € 41 716,91 ; € 83 433,82 ; € 15 983,24 ; € 31 966,48 ;;;;;;;;;;;
592;1;S3.3;1763.1.3;ДМЭнерджи (Х/1763/2021);Дополнительная поставка;Топливная система;Шаровые краны пилотного газа с приводами новой модификации;Шаровой кран пилотного газа с приводами новой модификации;;;;;шт.;2;;;;; € 32 990,45 ; € 65 980,91 ; € 12 618,15 ; € 25 236,30 ;;;;;;;;;;;
593;1;S3.4;632.1.1;Русинвест (Х/632/2021);Дополнительная поставка;Маслосистема;Клапан регулирующий трехходовой;Термостатический клапан;4BRSC11507-00-FFS;;;;шт.;1;;;;; € 31 774,14 ; € 31 774,14 ; € 13 650,00 ; € 13 650,00 ;;;;;;;;;;;
594;1;S3.5;627.1.1;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2006.2124 4.0/2 MBP13AA051KA01;DS 68002094;;;;компл.;1;;;;; € 7 026,88 ; € 7 026,88 ; € 6 535,00 ; € 6 535,00 ;;;;;;;;;;;
595;1;S3.5;627.1.2;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2006.2124 4.0/2 MBP13AA051KA01;IG 68002094;;;;компл.;1;;;;; € 14 569,89 ; € 14 569,89 ; € 13 550,00 ; € 13 550,00 ;;;;;;;;;;;
596;1;S3.5;627.1.3;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2006.2124 4.0/2 MBP13AA051KA01;64500194;;;;компл.;1;;;;; € 3 698,92 ; € 3 698,92 ; € 3 440,00 ; € 3 440,00 ;;;;;;;;;;;
597;1;S3.5;627.1.4;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2007.1542 4.0/1 MBP15AA151KA01;DS 68000654;;;;компл.;1;;;;; € 2 569,89 ; € 2 569,89 ; € 2 390,00 ; € 2 390,00 ;;;;;;;;;;;
598;1;S3.5;627.1.5;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2007.1542 4.0/1 MBP15AA151KA01;IG 68000654;;;;компл.;1;;;;; € 6 811,83 ; € 6 811,83 ; € 6 335,00 ; € 6 335,00 ;;;;;;;;;;;
599;1;S3.5;627.1.6;Энергомашкомплект (Х/627/2021);Дополнительная поставка;Топливная система;Запчасти к топилвным клапанам PrussArmaturen;Запасные части клапана Pruss 2007.1542 4.0/1 MBP15AA151KA01;64501244;;;;компл.;1;;;;; € 5 258,06 ; € 5 258,06 ; € 4 890,00 ; € 4 890,00 ;;;;;;;;;;;
600;1;S3.6;650.1.01;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30001860 (черт. 1.5055 поз.7);;;;шт.;9;;;;; € 75,30 ; € 677,71 ; € 20,00 ; € 180,00 ;;;;;;;;;;;
601;1;S3.6;650.1.4;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;01750001 (черт. 1.5055 поз.16);;;;шт.;3;;;;; € 3 053,46 ; € 9 160,37 ; € 811,00 ; € 2 433,00 ;;;;;;;;;;;
602;1;S3.6;650.1.5;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Кольцо уплотнительное;30100569 (черт. 1.5055 поз.17);;;;шт.;12;;;;; € 82,83 ; € 993,97 ; € 22,00 ; € 264,00 ;;;;;;;;;;;
603;1;S3.6;650.1.6;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30048005 (черт. 1.5055 поз.18);;;;шт.;3;;;;; € 109,19 ; € 327,56 ; € 29,00 ; € 87,00 ;;;;;;;;;;;
604;1;S3.6;650.1.8;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Болт;01200125 (черт. 2.3731 поз.А4);;;;шт.;3;;;;; € 625,00 ; € 1 875,00 ; € 166,00 ; € 498,00 ;;;;;;;;;;;
605;1;S3.6;650.1.10;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Кольцо уплотнительное о-образное;41000017 (черт. 2.3731 поз.А8);;;;шт.;6;;;;; € 37,65 ; € 225,90 ; € 10,00 ; € 60,00 ;;;;;;;;;;;
606;1;S3.6;650.1.11;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30001207 (черт. 2.3731 поз.А10);;;;шт.;3;;;;; € 67,77 ; € 203,31 ; € 18,00 ; € 54,00 ;;;;;;;;;;;
607;1;S3.6;650.1.12;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30008090 (черт. 2.3731 поз.А11);;;;шт.;3;;;;; € 120,48 ; € 361,44 ; € 32,00 ; € 96,00 ;;;;;;;;;;;
608;1;S3.6;650.1.13;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30020005 (черт. 2.3731 поз.А21);;;;шт.;3;;;;; € 105,42 ; € 316,26 ; € 28,00 ; € 84,00 ;;;;;;;;;;;
609;1;S3.6;650.1.15;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Кольцо набивки;30100053 (черт. 2.3731 поз.А27);;;;шт.;12;;;;; € 101,66 ; € 1 219,88 ; € 27,00 ; € 324,00 ;;;;;;;;;;;
610;1;S3.6;650.1.16;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Уплотнение;30001546 (черт. 2.3731 поз.А29);;;;шт.;3;;;;; € 56,48 ; € 169,43 ; € 15,00 ; € 45,00 ;;;;;;;;;;;
611;1;S3.6;650.1.17;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Кольцо уплотнительное о-образное;41020019 (черт. 2.3731 поз.А30);;;;шт.;3;;;;; € 37,65 ; € 112,95 ; € 10,00 ; € 30,00 ;;;;;;;;;;;
612;1;S3.6;650.1.18;ДМЭнерджи (Х/650/2021);Дополнительная поставка;Антипомпажная система;Запчасти к антипомпажным клапанам основного газа;Кольцо поршневое;41208006 (черт. 2.3731 поз.А33);;;;шт.;9;;;;; € 1 317,77 ; € 11 859,91 ; € 350,00 ; € 3 150,00 ;;;;;;;;;;;
613;1;S3.7;630.1.1;ЗТСР (Х/630/2021);Дополнительная поставка;Топливная система;Гидравлический привод быстрозапорного регулирующего клапана топливного газа;Сервопривод быстрозапорного клапана основного газа CXEXMF3/50 20/ ..65S10/S1EAUSEW-D900116;;;;;шт.;1;;;;; € 36 652,00 ; € 36 652,00 ; € 30 061,00 ; € 30 061,00 ;;;;;;;;;;;
614;1;S3.9;630.1.3;ЗТСР (Х/630/2021);Дополнительная поставка;Топливная система;Гидравлический привод регулирующего клапана пилотного газа;Сервопривод регулирующего клапана пилотного газа CXSA160C/25 20- 65X10/10S01 A00112;;;;;шт.;1;;;;; € 54 454,40 ; € 54 454,40 ; € 45 022,00 ; € 45 022,00 ;;;;;;;;;;;
615;1;S3.10;1864.1.5;Samic (Х/1864/2021);Дополнительная поставка;Внутренний корпус;Е-кольцо;E-кольцо;Т00296;;;;шт.;1;;1;;1;; € -   ; € 16 800,00 ; € 16 800,00 ; Отсутствует ; Ожидается ;100;07.10.2022;;;;;;;
616;1;S3.11;;;Дополнительная поставка;Система регулирования;Гидроаккумулятор системы регулирования;Гидроаккумулятор системы регулирования;;;;;шт.;2;;;;; € -   ; € -   ;; € -   ;;;;;;;;;;;
